,Unnamed: 0,right_ascension_angle,declination_angle,ultraviolet_filter,green_filter,red_filter,near_infrared_filter,infrared_filter,run_ID,cam_col,field_ID,spec_obj_ID,redshift,plate,MJD,fiber_ID,class
60740,60740,138.346121520644,51.8589284404389,19.84478,18.2901,17.50805,17.12017,16.85511,2074.0,2.0,127.0,6.226432978646733e+17,0.09788635,553.0,51999.0,75.0,0
20185,20185,127.802289885096,35.2478733010702,20.03519,17.93737,16.75731,16.26644,15.88463,2830.0,4.0,131.0,1.347750886641789e+18,0.1624958,1197.0,52668.0,177.0,0
8108,8108,140.489682239502,51.0083296922998,24.91351,21.26286,20.88569,20.64593,19.88381,2243.0,4.0,162.0,8.215843745826101e+18,0.00133348,7297.0,57040.0,553.0,0
37666,37666,328.128707852176,1.40270070910449,27.19712,24.85959,23.37349,21.23725,19.43996,7712.0,2.0,116.0,1.0319042930661417e+19,2.541198e-05,9165.0,58048.0,619.0,2
28157,28157,170.978439042599,65.5668364005558,24.07825,22.6384,20.91053,19.65948,19.45061,1302.0,6.0,338.0,8.005400513872157e+18,0.6100984,7110.0,56746.0,917.0,0
94784,94784,243.734405887251,10.0149974233968,24.91639,21.8969,19.91618,18.8596,18.44864,5322.0,5.0,227.0,5.86050840293411e+18,0.5248219,5205.0,56040.0,725.0,0
37897,37897,229.43836124236,20.8191505022538,22.03091,20.5263,20.17514,20.01688,20.06331,4670.0,4.0,209.0,4.4474735023591485e+18,-2.664205e-05,3950.0,55680.0,614.0,2
65340,65340,34.3091211672744,-5.00215236116827,22.95787,20.91726,20.60683,20.51005,20.44744,7881.0,2.0,250.0,4.942749069342956e+18,-0.0005187175,4390.0,55948.0,176.0,2
56676,56676,162.711911126701,22.2791801381799,18.4123,16.45944,15.55868,15.1197,14.82519,5140.0,1.0,75.0,7.2362577634916e+18,0.0677239,6427.0,56328.0,360.0,0
55788,55788,121.910871785145,24.6880027605516,20.21974,18.2714,17.23082,16.75808,16.477,3605.0,4.0,87.0,1.424386572840626e+18,0.1423082,1265.0,52705.0,448.0,0
41191,41191,123.806763708842,25.9398881386635,19.02339,18.04381,17.86555,17.86159,17.71789,3560.0,4.0,106.0,1.425432758221564e+18,0.02085579,1266.0,52709.0,158.0,0
91798,91798,176.857905518839,6.27867308378181,23.76004,20.70294,18.88536,18.25827,17.83071,3841.0,1.0,80.0,5.458587148654762e+18,0.3716658,4848.0,55955.0,816.0,0
60035,60035,138.025269112437,21.1331207402683,22.86409,22.32514,22.09341,21.45967,21.17579,5061.0,3.0,162.0,1.076599907640124e+19,1.011548,9562.0,57817.0,524.0,0
51588,51588,339.29440086717,2.94808398008002,22.45493,21.54838,21.35369,21.46421,21.16683,7712.0,5.0,191.0,4.835904025403873e+18,2.405203,4295.0,55858.0,596.0,1
91548,91548,31.7193165786209,3.30340989557786,21.89976,22.58686,21.7098,21.13553,20.10312,7675.0,6.0,80.0,1.0611622426533188e+19,0.8556661,9425.0,58136.0,57.0,0
91105,91105,155.734536757658,32.914814570071,21.31276,21.45143,20.97634,20.88488,20.93956,4518.0,1.0,180.0,1.156644355231058e+19,1.266804,10273.0,58466.0,268.0,1
62855,62855,17.2106257714492,-4.10636060728779,22.36258,22.11226,20.34581,18.99719,18.36508,7865.0,5.0,29.0,7.931081221815426e+18,0.7015532,7044.0,56591.0,881.0,0
7162,7162,318.513912748381,8.05650527968792,26.49944,22.73479,21.95697,20.62229,19.86291,7773.0,2.0,36.0,1.2742083439907592e+19,0.6949714,11317.0,58398.0,997.0,0
50122,50122,354.044094527823,20.3572633830746,21.67645,21.00644,20.95974,21.00063,20.96665,8096.0,5.0,191.0,6.896346491620973e+18,0.0003099443,6125.0,56273.0,762.0,2
82006,82006,138.585314909176,24.5791377053029,22.73951,20.94074,19.16634,18.48655,18.09387,5045.0,5.0,188.0,2.5795337807882097e+18,0.3807669,2291.0,53714.0,353.0,0
91446,91446,20.1397750262221,12.4062276685935,25.14513,21.52642,19.78986,18.74328,18.30575,7773.0,4.0,441.0,5.257002134982121e+18,0.4814163,4669.0,55831.0,638.0,0
99025,99025,209.346155246623,53.1415808192134,25.05728,21.81526,20.18611,19.32538,18.69687,3180.0,5.0,46.0,7.587587738662361e+18,0.5623549,6739.0,56393.0,539.0,0
44209,44209,162.557867946833,27.3010908335107,19.76077,18.19722,17.61323,17.36121,17.33872,5061.0,2.0,317.0,2.654904754508949e+18,0.005241168,2358.0,53797.0,119.0,0
64444,64444,223.620850582567,40.931829304762,20.98528,18.43509,17.30397,16.89016,16.67256,3699.0,5.0,209.0,3.8348574972865167e+18,-0.0002080346,3406.0,54970.0,154.0,2
63089,63089,133.721446508627,20.2184382679521,23.18206,22.75061,22.05349,21.70828,21.02082,5071.0,4.0,133.0,1.0768216516476555e+19,0.8343836,9564.0,57817.0,399.0,0
21905,21905,20.2575716427356,23.8424915643535,22.02268,22.17908,21.73737,21.64275,21.35212,4829.0,1.0,100.0,8.651563440488602e+18,1.63422,7684.0,57286.0,540.0,1
35402,35402,155.530150836393,48.6129717473968,20.84231,18.90875,17.84139,17.40131,17.049,2830.0,4.0,293.0,9.841115994742068e+17,0.1444079,874.0,52338.0,273.0,0
44991,44991,222.705164780809,40.0469299480942,21.97375,19.50174,17.75103,17.12225,16.75718,3699.0,2.0,208.0,1.572916581925677e+18,0.3366733,1397.0,53119.0,125.0,0
70453,70453,148.530175350593,1.96512211560083,22.31305,20.50288,20.21018,20.19786,20.22824,1907.0,3.0,173.0,5.333522093589158e+18,3.171908,4737.0,55630.0,488.0,1
73517,73517,137.421783395397,14.7713686391452,19.64744,18.47639,17.91825,17.54949,17.38372,5194.0,2.0,159.0,2.742820609066035e+18,0.1163502,2436.0,54054.0,467.0,0
64491,64491,37.2700199736872,-2.71384067052847,26.3622,21.71093,20.03932,19.13319,18.59896,7778.0,2.0,565.0,4.891003571678763e+18,0.49565,4344.0,55557.0,343.0,0
86252,86252,344.415676577774,0.949463762854533,22.96226,22.37659,20.69422,19.36957,18.80002,4192.0,6.0,252.0,4.736824002542328e+18,0.6467858,4207.0,55475.0,593.0,0
81537,81537,329.048229787121,15.8134641036416,23.2044,23.0899,21.24068,20.13108,19.70529,8096.0,2.0,29.0,5.698288102713612e+18,0.5591393,5061.0,55806.0,395.0,0
48027,48027,25.5078305870546,33.7128220042924,24.53581,23.17014,21.50001,20.3337,19.64437,7781.0,5.0,95.0,8.70563441247652e+18,0.6414463,7732.0,58108.0,641.0,0
84143,84143,122.267998847001,16.5174086291302,20.81063,18.34189,16.83638,15.63574,15.21977,5045.0,4.0,73.0,2.552553414693251e+18,0.0001967406,2267.0,53713.0,503.0,2
32735,32735,222.351642685166,40.0348465487799,21.92941,21.95969,21.71505,21.77035,21.18425,3699.0,2.0,206.0,9.567951678499742e+18,0.7260822,8498.0,57105.0,197.0,0
8485,8485,249.832784668596,16.3923774834276,25.16445,22.21092,20.3782,19.51377,19.11185,4671.0,6.0,144.0,4.5745748422051983e+18,0.4419448,4063.0,55364.0,158.0,0
50050,50050,116.154052362434,20.153851502723,23.68089,23.17456,22.81219,21.70023,22.84386,3605.0,4.0,40.0,1.0081361492102631e+19,0.802129,8954.0,57453.0,195.0,0
80315,80315,192.223773658486,30.2876385030643,19.13641,18.57739,18.41226,18.35607,18.20012,4649.0,5.0,67.0,7.297157239240153e+18,2.172512,6481.0,56363.0,727.0,1
87051,87051,13.9921450766367,4.54611457373842,23.08922,22.42151,21.5736,21.17091,20.7831,7727.0,3.0,159.0,1.0619741219788708e+19,0.6881213,9432.0,58100.0,921.0,0
75331,75331,141.926255628089,28.2187227654278,23.76915,22.94326,22.48779,21.68055,21.16649,4518.0,1.0,95.0,1.08449390687245e+19,0.8862829,9632.0,58130.0,986.0,0
51480,51480,118.047770810988,18.1748796957392,20.71737,18.28928,17.07033,16.66385,16.34379,6597.0,4.0,155.0,5.055471545826433e+18,0.0001942868,4490.0,55629.0,658.0,2
50275,50275,48.425406022299,0.836161140164141,21.73413,20.67371,19.73531,19.23779,18.71989,4849.0,5.0,778.0,9.132642984138116e+17,0.2119068,811.0,52669.0,580.0,0
58307,58307,138.208911327652,52.4369866627807,20.42671,19.99747,20.08643,19.89664,19.85975,2074.0,3.0,129.0,8.213708769575853e+18,0.5992873,7295.0,57067.0,978.0,1
15962,15962,154.988094078565,5.05389860363351,22.75267,23.23495,21.42052,19.90983,19.95706,2126.0,5.0,239.0,5.40674324617628e+18,0.5245094,4802.0,55652.0,625.0,0
17710,17710,177.295767480301,-2.18936023740805,23.61198,21.65501,20.22477,19.43568,18.92367,1140.0,4.0,163.0,4.267223681351309e+18,0.5559049,3790.0,55208.0,229.0,0
4831,4831,34.2197589555047,-3.49312707019196,23.69065,22.13932,22.29645,23.06944,23.81899,7881.0,6.0,250.0,1.04959089915821e+19,0.1390517,9322.0,57742.0,982.0,0
12849,12849,242.688862725269,38.3376451726219,19.15538,17.94613,17.32954,16.96809,16.72647,3187.0,1.0,119.0,1.1880000950234255e+18,0.1004292,1055.0,52761.0,639.0,0
33366,33366,237.123310372539,40.9953871218706,22.98637,21.57298,19.90754,18.84737,18.32314,3180.0,3.0,195.0,6.812925716767988e+18,0.5642363,6051.0,56093.0,383.0,0
91088,91088,257.594190076205,64.1008480005147,19.17278,18.93275,18.62308,18.56646,18.7081,6122.0,4.0,129.0,3.941438857245102e+17,1.251872,350.0,51691.0,287.0,1
19109,19109,222.574984052151,55.206227897907,25.8483,22.27512,20.50644,19.41552,18.98308,3225.0,6.0,87.0,7.649455609612621e+18,0.5651656,6794.0,56448.0,333.0,0
32032,32032,39.0897204444963,25.531538788396,17.47087,15.98498,15.29588,15.00965,14.85811,5817.0,2.0,126.0,2.6785310597793976e+18,-0.0002094423,2379.0,53762.0,55.0,2
95011,95011,351.725520407924,8.52109052976954,21.50882,21.56223,21.08368,21.0998,20.73409,5636.0,6.0,67.0,1.2714879049409e+19,1.29811,11293.0,58462.0,332.0,1
46718,46718,197.618093482533,33.6467153665059,21.9831,21.71319,21.46762,21.30249,21.44348,4576.0,2.0,518.0,1.1544050349095805e+19,1.193918,10253.0,58487.0,722.0,1
23549,23549,277.220833900077,20.3233440588213,22.08327,20.08268,18.99905,18.53523,18.23391,4832.0,1.0,175.0,2.862093704036903e+18,-0.0009024572,2542.0,53919.0,204.0,2
4467,4467,8.67114419588171,4.70164085536707,21.93529,22.13222,22.05232,22.41619,21.59615,7727.0,3.0,124.0,9.849408260050016e+18,2.488526,8748.0,58396.0,130.0,1
95435,95435,185.718786941656,49.2257225782791,23.7002,23.7739,22.1816,20.75157,19.93965,3650.0,2.0,12.0,8.352059494709352e+18,0.6006501,7418.0,57165.0,487.0,0
28991,28991,168.21502179243,39.5924519982943,19.41261,17.7594,16.86051,16.38377,16.04696,4469.0,5.0,362.0,2.2294063928364503e+18,0.09587837,1980.0,53433.0,453.0,0
95511,95511,333.567854052587,24.0567998047065,25.20727,21.22165,19.41007,18.68902,18.20325,8109.0,4.0,69.0,6.699273874708912e+18,0.3938384,5950.0,56211.0,616.0,0
46592,46592,149.296456082602,30.9110323780909,23.53178,22.72297,22.35151,21.6586,21.08431,4516.0,1.0,154.0,1.1763417206968572e+19,0.8731295,10448.0,58158.0,54.0,0
53724,53724,126.764405066889,28.6194242786483,26.09737,21.92668,20.1547,19.32372,18.90151,3606.0,5.0,22.0,5.016092810245593e+18,0.474832,4455.0,55539.0,759.0,0
69680,69680,216.676490419491,44.4527458050419,22.99412,22.34691,20.78077,19.77758,19.31614,2964.0,1.0,469.0,6.818470553890085e+18,0.5443643,6056.0,56092.0,75.0,0
63470,63470,195.19453988333,47.5054734373618,21.7353,19.80948,18.22631,17.71263,17.37569,3699.0,5.0,67.0,7.451420645400008e+18,0.2929001,6618.0,56401.0,782.0,0
11652,11652,251.956411802957,46.6156759264245,21.91259,21.69593,20.53102,19.59227,19.12106,4011.0,3.0,138.0,6.786051178851752e+18,0.6811144,6027.0,56103.0,918.0,0
30474,30474,332.54258402143,2.45444331645744,20.86947,20.89543,20.58785,20.48674,20.56969,7712.0,4.0,146.0,1.032129885391214e+19,1.232918,9167.0,58064.0,634.0,1
43344,43344,260.401730025557,27.8612169240213,20.79192,19.2955,18.76688,18.5834,18.44795,2328.0,6.0,156.0,2.469199990883379e+18,-0.0002100759,2193.0,53888.0,369.0,2
60965,60965,16.175080728322,3.65117433797414,24.26488,22.57232,20.99889,19.75441,19.48623,7712.0,6.0,437.0,4.851577283243432e+18,0.7004695,4309.0,55528.0,271.0,0
80745,80745,158.01080044793,40.1325514384886,19.37365,18.28955,17.73062,17.36795,17.18435,3704.0,6.0,167.0,1.5312613075866355e+18,0.1329053,1360.0,53033.0,136.0,0
19634,19634,0.33219896970607,-9.75742357303126,23.06781,22.47188,20.34073,19.34475,18.80098,1740.0,4.0,24.0,8.069378894086822e+18,0.5214021,7167.0,56604.0,197.0,0
84851,84851,172.297666722977,41.504836947069,21.90624,21.8488,21.67035,21.3053,21.27471,3840.0,3.0,112.0,9.421573426085386e+18,0.8106285,8368.0,57431.0,156.0,0
83881,83881,26.4875835931293,-3.92785495046451,23.0265,22.60209,21.9208,21.21045,21.06779,7865.0,5.0,91.0,1.0506016526578244e+19,0.7575432,9331.0,57711.0,889.0,0
77799,77799,351.265605449573,0.676283615659691,23.27232,22.13176,21.60767,21.49945,21.03188,4188.0,5.0,51.0,4.740309728760191e+18,2.457537,4210.0,55444.0,986.0,1
7873,7873,242.540402285417,16.7041220057528,17.52803,16.86262,17.21623,17.37514,21.95278,4646.0,2.0,321.0,2.477021091751553e+18,0.01592155,2200.0,53875.0,150.0,0
46250,46250,197.259759527751,46.4293938415053,25.03879,22.35893,20.96381,20.04402,19.5908,3699.0,3.0,78.0,7.458047126834272e+18,0.4786164,6624.0,56385.0,313.0,0
28847,28847,348.716027654954,0.700502712002608,25.72412,22.00929,20.06145,19.359,18.94833,4188.0,5.0,34.0,4.3021446628248166e+17,0.3684016,382.0,51816.0,439.0,0
14150,14150,196.509191839469,46.0296329396541,22.75733,19.98574,18.30129,17.68926,17.33928,3716.0,1.0,92.0,1.6427523378082222e+18,0.3492937,1459.0,53117.0,234.0,0
53576,53576,39.4050359025198,26.4483429157152,17.87541,16.53968,16.00409,15.80071,15.70522,5934.0,2.0,113.0,3.5556175498844324e+18,-0.0001744785,3158.0,54794.0,93.0,2
72788,72788,225.316448963126,43.8332324954492,23.59017,22.85543,20.82416,19.73702,19.39562,3918.0,1.0,192.0,6.808403975282645e+18,0.5075013,6047.0,56098.0,317.0,0
60642,60642,235.492051886623,35.8084390656733,22.15572,22.29457,21.84237,22.00394,21.41278,3926.0,6.0,59.0,1.2092329239560608e+19,1.111298,10740.0,58223.0,597.0,1
23503,23503,144.265779022867,44.7590978470056,23.50239,24.90803,21.60412,20.50177,19.30535,2830.0,4.0,236.0,9.328253194885943e+18,0.7939217,8285.0,57048.0,627.0,0
58369,58369,138.329945450658,3.88993772023128,23.45142,20.62051,18.88705,18.23209,17.92853,2125.0,5.0,131.0,4.3011675350496927e+18,0.3512659,3820.0,55542.0,836.0,0
25474,25474,18.8752992547388,21.2534871038203,24.37688,24.25859,21.2456,19.94865,19.3415,4829.0,3.0,82.0,5.770507325917125e+18,0.7270876,5125.0,55863.0,983.0,0
87767,87767,219.572365664836,36.6114733627771,22.73584,21.58117,19.90542,19.12106,18.79289,3919.0,3.0,108.0,5.307750372563245e+18,0.5288491,4714.0,56041.0,939.0,0
23608,23608,33.9983254269577,-4.05709873518467,23.49092,22.54491,22.43364,21.94707,20.98321,7865.0,4.0,141.0,8.148379080393514e+18,1.230177,7237.0,56662.0,878.0,1
28749,28749,116.450488665914,27.286075014282,21.09643,20.89883,20.82828,20.55634,20.43352,2864.0,6.0,55.0,1.1581072822987151e+19,1.581053,10286.0,58084.0,241.0,1
62569,62569,185.874570826842,50.4110069652652,22.49626,21.11152,20.18595,19.37324,18.94847,2964.0,4.0,325.0,7.515460875760982e+18,0.5706019,6675.0,56415.0,287.0,0
43414,43414,49.9768777246748,0.942489821366306,20.69439,19.71187,19.2274,19.0176,18.98023,3438.0,6.0,133.0,3.5838983639946767e+18,0.0006737779,3183.0,54833.0,578.0,2
63358,63358,208.695614234197,17.1686379981269,25.82963,21.96391,20.53671,19.53078,19.14613,5314.0,1.0,207.0,6.129417610973174e+18,0.5220736,5444.0,56038.0,67.0,0
25147,25147,136.691790644483,15.5509133945946,22.6018,22.66966,21.72799,21.48251,21.36843,5194.0,4.0,156.0,1.07524442965507e+19,0.4416408,9550.0,57787.0,364.0,0
4794,4794,4.81945648234655,-1.1823515718873,22.1482,19.95971,18.51687,17.97942,17.6337,4263.0,1.0,148.0,7.734971265366364e+17,0.233198,687.0,52518.0,14.0,0
42868,42868,234.132743699818,5.29937943312576,25.48516,22.12314,21.67363,21.59844,21.11332,3910.0,4.0,159.0,5.410164102785161e+18,2.937704,4805.0,55715.0,782.0,1
74150,74150,203.921118028039,17.7737768222851,20.19819,18.22136,16.99886,16.52692,16.15453,5314.0,1.0,176.0,2.9735160185901814e+18,0.1717008,2641.0,54230.0,52.0,0
86280,86280,241.421361129396,42.4279667305813,23.94178,24.32154,22.01407,20.44269,19.72024,3225.0,1.0,204.0,9.601873274754849e+18,0.7586175,8528.0,57896.0,723.0,0
20450,20450,235.645630761378,40.7266838491047,22.72336,21.96975,20.03899,19.19582,18.67249,3964.0,6.0,145.0,5.602660831693396e+18,0.452673,4976.0,56046.0,665.0,0
85338,85338,337.183353608194,0.905031323336444,22.59924,22.72085,22.23964,21.47375,21.18228,4192.0,6.0,203.0,1.040567674991256e+19,0.9270337,9242.0,58022.0,399.0,0
21803,21803,250.97564126462,35.6391877742228,22.51419,21.85875,21.79628,21.5465,22.24886,3225.0,4.0,271.0,1.2075392088021424e+19,1.548373,10725.0,58250.0,420.0,1
75616,75616,71.986104348505,11.3027522290601,22.83372,21.0099,20.01998,19.60172,19.37872,6519.0,3.0,80.0,3.00969489669819e+18,3.033408e-05,2673.0,54096.0,598.0,2
32321,32321,358.597310927533,13.5003350396094,21.69528,22.23179,20.32256,19.24218,18.69114,7773.0,6.0,301.0,6.925575633721645e+18,0.5441887,6151.0,56265.0,601.0,0
26857,26857,171.053454293072,49.0871413965331,22.10667,21.81812,21.60907,21.46084,21.27979,2964.0,3.0,261.0,8.328517575765154e+18,2.282998,7397.0,57129.0,858.0,1
85594,85594,6.22257321094296,-0.727904674421546,21.59589,19.42802,18.51363,18.16381,17.97125,4263.0,2.0,157.0,1.6798498570255995e+18,7.05826e-05,1492.0,52932.0,26.0,2
27055,27055,23.5760892395521,19.8279540975398,24.21616,22.85414,21.78064,21.59219,23.01983,7913.0,5.0,106.0,8.158511904056432e+18,0.2705893,7246.0,56625.0,877.0,0
17494,17494,131.645222610394,37.915218943901,19.33058,18.19488,17.62241,17.2693,17.04276,2830.0,4.0,158.0,9.739570595842232e+17,0.1164899,865.0,52323.0,195.0,0
46280,46280,252.376235390417,32.684069535587,23.6038,20.59958,18.77077,18.18932,17.81042,3225.0,2.0,291.0,1.323004455376939e+18,0.3226568,1175.0,52791.0,262.0,0
10091,10091,250.655929053235,35.8687153458938,20.04021,18.65041,18.10304,17.86507,17.79806,3225.0,4.0,268.0,2.460119943010688e+18,-0.001165774,2185.0,53532.0,104.0,2
60656,60656,219.271514651277,0.228740253638914,19.57678,18.20648,17.39457,16.93184,16.58047,756.0,4.0,691.0,3.457670229000458e+17,0.1386269,307.0,51663.0,421.0,0
36495,36495,340.694069290044,0.119149312702976,26.46925,20.9994,19.11104,18.46826,18.19791,4192.0,4.0,227.0,1.16772152915738e+18,0.3650695,1037.0,52878.0,594.0,0
12350,12350,125.065401856908,49.6817368254183,18.62236,16.90629,16.11058,15.70154,15.39523,1402.0,2.0,133.0,4.955661400602317e+17,0.05339001,440.0,51885.0,619.0,0
85828,85828,342.785227183149,0.991336381379582,24.42196,22.24733,20.3939,19.50309,18.97759,4192.0,6.0,241.0,4.834658547601267e+18,0.4716266,4294.0,55500.0,161.0,0
60772,60772,199.071016635815,58.2854057999369,21.02818,21.08962,21.11691,21.01265,21.17652,2989.0,1.0,91.0,9.232400538846648e+18,1.960369,8200.0,58174.0,77.0,1
97420,97420,220.691787777774,6.07317799604521,22.01985,20.39446,19.71366,19.85535,19.37761,3910.0,3.0,70.0,2.0593438308801188e+18,-1.644046e-05,1829.0,53494.0,265.0,2
30604,30604,48.7106365346614,-6.94766434056381,19.89225,19.25283,18.42665,17.91525,17.62802,1045.0,4.0,98.0,5.169277274968822e+17,0.1990348,459.0,51924.0,508.0,0
41604,41604,131.736732010414,31.1025954938488,22.88004,21.36311,19.72547,18.9214,18.52889,3560.0,4.0,164.0,5.837855713582668e+18,0.5172657,5185.0,55978.0,235.0,0
17861,17861,244.168105422561,53.9721479940398,22.725,20.08987,18.92461,18.47952,18.19475,4011.0,3.0,79.0,8.516325976086699e+18,0.187056,7564.0,56804.0,69.0,0
99398,99398,6.95988892533511,-9.66397920409508,23.17537,21.46968,19.9387,18.87717,18.40269,1740.0,4.0,68.0,3.496017972865114e+18,3.586632e-05,3105.0,54825.0,359.0,2
80222,80222,139.140327496859,30.2583655751909,19.85266,18.35436,17.47176,17.01434,16.69131,4469.0,3.0,192.0,2.1820677434303053e+18,0.1239576,1938.0,53379.0,268.0,0
4337,4337,5.19234510541432,-8.07163072960338,23.91042,21.29944,20.14662,19.39796,19.38009,8100.0,2.0,354.0,8.050213306785619e+18,0.4713057,7150.0,56597.0,105.0,0
73552,73552,221.335273479376,59.6251953587687,21.99757,20.87769,19.032,18.42405,17.98806,2078.0,3.0,219.0,6.845958316632576e+17,0.347397,608.0,52081.0,177.0,0
33015,33015,46.1763421083797,36.4519143165892,21.41101,19.9188,19.21778,18.92199,18.78041,5817.0,2.0,209.0,2.750608175517428e+18,-0.0001401506,2443.0,54082.0,126.0,2
94005,94005,349.028119025358,30.2113315978,24.70163,23.9483,21.68237,20.57982,19.90602,8162.0,6.0,184.0,8.748464787351166e+18,0.5717164,7770.0,58044.0,809.0,0
61455,61455,194.604016606158,-2.7729395449678,21.73042,20.75317,19.049,18.43506,17.97653,1231.0,3.0,169.0,4.271698419352098e+18,0.4072742,3794.0,55241.0,124.0,0
42665,42665,336.510938731982,17.3147166979458,25.00899,20.70722,18.98312,18.34334,17.8882,8101.0,3.0,77.0,5.66453117835676e+18,0.3492969,5031.0,56209.0,468.0,0
22097,22097,127.653065321363,9.76040873012099,22.32969,21.69258,21.51293,21.43065,21.02329,5972.0,4.0,81.0,6.187033392275806e+18,0.0009034374,5495.0,55896.0,776.0,2
58445,58445,150.372199623379,56.827455272454,21.65145,19.65805,18.25537,17.76121,17.41046,2074.0,2.0,184.0,6.2826840468753e+17,0.2362803,558.0,52317.0,59.0,0
25786,25786,11.7708533948453,20.7100912568345,24.38022,24.35476,22.1654,20.89564,19.53996,7913.0,5.0,31.0,8.575127584706418e+18,0.8019745,7616.0,56902.0,996.0,0
82405,82405,237.228303319996,12.1888651821982,17.11588,16.89544,16.81281,16.58767,16.57042,5317.0,3.0,92.0,2.8361982919793966e+18,1.736629,2519.0,54570.0,205.0,1
24124,24124,225.047110206849,11.6252197041325,20.35876,18.44951,17.69684,17.24185,17.0148,3971.0,4.0,175.0,1.9320874601797647e+18,0.1193757,1716.0,53827.0,157.0,0
65229,65229,140.276163121885,35.5311814464286,23.42722,21.61393,19.79612,18.88017,18.39067,3560.0,4.0,220.0,5.228719124029659e+18,0.4823381,4644.0,55922.0,145.0,0
99580,99580,180.919836239794,29.6265455454501,18.18956,16.80588,16.22145,15.89514,15.64174,5061.0,3.0,426.0,2.505144672595241e+18,0.05612122,2225.0,53729.0,63.0,0
72564,72564,154.678487589669,23.1888475214718,17.53591,16.51543,16.19009,16.0808,16.07279,5112.0,1.0,297.0,1.0830156130459867e+19,6.250916e-05,9619.0,57866.0,454.0,2
7080,7080,162.579935455468,54.9821683499104,24.01263,24.59362,21.94296,20.5645,19.82939,2863.0,2.0,223.0,9.208737936606256e+18,0.7636994,8179.0,57429.0,9.0,0
40860,40860,257.850905704479,32.9883779061506,21.79911,21.00593,20.56642,20.52276,20.32504,2335.0,4.0,93.0,5.621635373564451e+18,2.192035,4993.0,55738.0,62.0,1
44164,44164,146.526205609787,15.5210967923545,24.58045,22.78769,20.92346,19.83931,19.41921,5935.0,3.0,201.0,5.989954455940127e+18,0.4900144,5320.0,55999.0,607.0,0
35702,35702,154.634348336294,31.1655424350242,26.83081,21.86518,22.64602,21.35556,20.92612,4576.0,4.0,277.0,1.1767956815266208e+19,0.8764984,10452.0,58138.0,185.0,0
84536,84536,126.362453031446,31.880942971373,21.20982,19.10644,17.73474,17.22979,16.8234,2961.0,4.0,87.0,1.0483780588321116e+18,0.2132085,931.0,52619.0,601.0,0
89419,89419,137.172620717571,5.79734769905127,22.33744,19.97584,18.44977,17.84454,17.42969,3478.0,1.0,138.0,5.482122743813265e+18,0.2569572,4869.0,55896.0,422.0,0
75981,75981,153.152210026688,39.9561038949419,18.57423,17.59289,17.2711,17.15149,17.13769,3562.0,3.0,40.0,9.937359828585568e+18,-0.0004643624,8826.0,57452.0,608.0,2
82123,82123,183.507138225284,49.8747435100506,21.5514,20.6547,20.1609,20.00335,20.0022,2964.0,3.0,315.0,8.357811864164653e+18,-0.0005019342,7423.0,57135.0,934.0,2
93502,93502,207.581921924386,47.3259590454677,21.85863,21.08267,20.89913,20.81375,20.64135,3650.0,3.0,110.0,7.598762349827479e+18,-0.000111868,6749.0,56370.0,232.0,2
13085,13085,190.863229338673,34.8210850722277,22.10481,21.52135,21.41068,20.87513,21.08496,4552.0,3.0,133.0,1.1538297424901855e+19,1.662559,10248.0,58220.0,273.0,1
83103,83103,354.994601900896,29.0005124103567,21.71437,20.89767,20.56975,20.47257,20.28155,8162.0,2.0,217.0,7.33436801333935e+18,-0.0009797341,6514.0,56487.0,931.0,2
6675,6675,173.019088367331,57.5326451859995,21.26531,21.27522,21.40066,20.90339,20.62886,3697.0,5.0,46.0,9.205561167636094e+18,1.6322,8176.0,57131.0,740.0,1
32660,32660,330.548133865089,6.56276936843727,22.30785,21.51009,21.50162,21.54031,21.31083,5640.0,4.0,166.0,1.2764557183255077e+19,2.302791,11337.0,58431.0,836.0,1
92620,92620,0.430577449944167,10.6245296702489,25.01568,23.03528,21.70072,20.30314,19.63974,7880.0,5.0,46.0,1.2999647063881e+19,-0.0001287031,11546.0,58488.0,24.0,2
36634,36634,161.665550107662,63.3617769901291,25.94357,21.66711,20.25593,19.23228,18.87739,1302.0,4.0,308.0,7.990780306432219e+18,0.5811405,7097.0,56667.0,977.0,0
87821,87821,228.929953060518,40.4362956121368,24.72895,24.4903,21.72263,20.69478,19.95639,2964.0,3.0,535.0,1.3115876163611548e+19,0.7846917,11649.0,58514.0,975.0,0
78143,78143,147.829579408394,56.5384292768292,21.89502,19.74804,18.23398,17.6458,17.31222,2074.0,3.0,176.0,6.43453127343239e+18,0.2764562,5715.0,56657.0,48.0,0
70972,70972,8.75308777681977,27.5444052227143,26.23782,23.37523,20.98882,19.80549,19.16526,8103.0,4.0,148.0,7.07312735054072e+18,0.6038434,6282.0,56572.0,815.0,0
12410,12410,144.552913831646,31.5218605473823,20.90655,19.72824,17.96485,17.32574,16.8986,4518.0,6.0,118.0,2.1876538123726623e+18,0.3843655,1943.0,53386.0,110.0,0
23128,23128,148.147290235702,69.2811939420457,20.34807,18.61416,17.71032,17.17165,16.83737,4264.0,5.0,258.0,2.115692718800792e+18,0.1302064,1879.0,54478.0,461.0,0
24535,24535,185.67159111494,-2.18493667165159,21.91619,19.46012,18.16175,17.52313,17.35993,1140.0,4.0,219.0,4.2525295331133583e+18,0.2148517,3777.0,55210.0,20.0,0
